NMAI ARK,NMAI Internal EMu ID,Term,Scope Note,Used for,Language Notes,Entire Tree,Level 1,Level 2,Level 3,Level 4,Level 5,Level 6,Level 7
http://n2t.net/ark:/65665/sz8bf5705f8-fd92-494d-8263-540243dcab49,NMAICulture_1197,Siberian Yupik [St. Lawrence Island],,,Language Family info:  Eskimo-Aleut/Eskimo/Yupik,North America - Arctic - Western Arctic - Yup'ik (Yupik) - Siberian Yupik - Siberian Yupik [St. Lawrence Island],North America,Arctic,Western Arctic,Yup'ik (Yupik),Siberian Yupik,Siberian Yupik [St. Lawrence Island],
http://n2t.net/ark:/65665/sz817f6e555-8c74-4add-ab80-988f7b29cf2b,NMAICulture_932,Siberian Yupik,,Siberian Yupik ; Siberian Eskimo,Language Family info:  Eskimo-Aleut/Eskimo/Yupik,North America - Arctic - Western Arctic - Yup'ik (Yupik) - Siberian Yupik,North America,Arctic,Western Arctic,Yup'ik (Yupik),Siberian Yupik,,
http://n2t.net/ark:/65665/sz8ffa99ca7-5736-4ed5-a01c-3e1d6af4e51a,NMAICulture_1323,Yup'ik [Bristol Bay],,,Language Family info:  Eskimo-Aleut/Eskimo/Yupik,North America - Arctic - Western Arctic - Yup'ik (Yupik) - Yup'ik [Bristol Bay],North America,Arctic,Western Arctic,Yup'ik (Yupik),Yup'ik [Bristol Bay],,
http://n2t.net/ark:/65665/sz85531a0e1-c7a1-4ad9-9f14-9083f8f45933,NMAICulture_1324,Yup'ik [Nelson Island],,,Language Family info:  Eskimo-Aleut/Eskimo/Yupik,North America - Arctic - Western Arctic - Yup'ik (Yupik) - Yup'ik [Nelson Island],North America,Arctic,Western Arctic,Yup'ik (Yupik),Yup'ik [Nelson Island],,
http://n2t.net/ark:/65665/sz8a510e430-c199-428d-b12e-79ac8befabd4,NMAICulture_936,Yup'ik [Norton Sound],,Unaligmiut Eskimo,Language Family info:  Eskimo-Aleut/Eskimo/Yupik,North America - Arctic - Western Arctic - Yup'ik (Yupik) - Yup'ik [Norton Sound],North America,Arctic,Western Arctic,Yup'ik (Yupik),Yup'ik [Norton Sound],,
http://n2t.net/ark:/65665/sz87b7f4197-4295-4aad-bf4d-a92a0093d518,NMAICulture_521,Yup'ik (Yupik),,Yupik Eskimo ; Yup'ik Eskimo ; Yupiit,Language Family info:  Eskimo-Aleut/Eskimo/Yupik,North America - Arctic - Western Arctic - Yup'ik (Yupik),North America,Arctic,Western Arctic,Yup'ik (Yupik),,,
http://n2t.net/ark:/65665/sz851839358-a3c3-4c3c-87b1-44450e91d852,NMAICulture_37,Western Arctic,,,,North America - Arctic - Western Arctic,North America,Arctic,Western Arctic,,,,
http://n2t.net/ark:/65665/sz87f58f330-7eaa-48f0-94fc-60ce1c576bed,NMAICulture_9,Arctic,,,,North America - Arctic,North America,Arctic,,,,,
http://n2t.net/ark:/65665/sz81f6d8ad0-7000-4e53-9651-0ca72d947e19,NMAICulture_3437,Central California: Early Period (archaeological culture),,,,North America - California - Central California - Central California: Early Period (archaeological culture),North America,California,Central California,Central California: Early Period (archaeological culture),,,
http://n2t.net/ark:/65665/sz8a827be70-287d-455e-b6cc-e2fb97cfb282,NMAICulture_3439,Central California: Late Period (archaeological culture),,,,North America - California - Central California - Central California: Late Period (archaeological culture),North America,California,Central California,Central California: Late Period (archaeological culture),,,
http://n2t.net/ark:/65665/sz812e71934-10a3-430c-b62c-ec8fd335bd22,NMAICulture_3438,Central California: Middle Period (archaeological culture),,,,North America - California - Central California - Central California: Middle Period (archaeological culture),North America,California,Central California,Central California: Middle Period (archaeological culture),,,
http://n2t.net/ark:/65665/sz88d52280f-15af-455f-b3b8-f28edfee5827,NMAICulture_684,Konkow (Conkaw) Maidu,,,Language Family info:  Penutian/Maiduan,North America - California - Central California - Maidu - Konkow (Conkaw) Maidu,North America,California,Central California,Maidu,Konkow (Conkaw) Maidu,,
http://n2t.net/ark:/65665/sz86b204e05-8859-41dd-a7b6-a1976cd339a9,NMAICulture_759,Mountain Maidu (Northeastern Maidu),,Yamonee Maidu,Language Family info:  Penutian/Maiduan,North America - California - Central California - Maidu - Mountain Maidu (Northeastern Maidu),North America,California,Central California,Maidu,Mountain Maidu (Northeastern Maidu),,
http://n2t.net/ark:/65665/sz8741f6748-3769-4b5c-b66a-23c5ea271d37,NMAICulture_3105,Valley Maidu (Chico Maidu),,,,North America - California - Central California - Maidu - Valley Maidu (Chico Maidu),North America,California,Central California,Maidu,Valley Maidu (Chico Maidu),,
http://n2t.net/ark:/65665/sz89321d266-5635-430b-8836-1fc857700d77,NMAICulture_300,Maidu,,,Language Family info:  Penutian/Maiduan,North America - California - Central California - Maidu,North America,California,Central California,Maidu,,,
http://n2t.net/ark:/65665/sz867f415d2-b911-46b7-b8d1-8a2e38c47806,NMAICulture_2570,Coast Mewuk (Coast Miwok),,,Language Family info:  Penutian/Yok-Utian/Utian/Miwokan,North America - California - Central California - Mewuk (Miwok) - Coast Mewuk (Coast Miwok),North America,California,Central California,Mewuk (Miwok),Coast Mewuk (Coast Miwok),,
http://n2t.net/ark:/65665/sz851cede52-78a4-45c3-99d5-0408b9f2c898,NMAICulture_2513,Sierra Mewuk (Sierra Miwok),,,,North America - California - Central California - Mewuk (Miwok) - Sierra Mewuk (Sierra Miwok),North America,California,Central California,Mewuk (Miwok),Sierra Mewuk (Sierra Miwok),,
http://n2t.net/ark:/65665/sz8272cb524-b665-46d5-8a34-bbda428d5702,NMAICulture_849,Southern Mewuk (Southern Miwok),,,Language Family info:  Penutian/Yok-Utian/Utian/Miwokan,North America - California - Central California - Mewuk (Miwok) - Southern Mewuk (Southern Miwok),North America,California,Central California,Mewuk (Miwok),Southern Mewuk (Southern Miwok),,
http://n2t.net/ark:/65665/sz8af710299-972c-496b-ae80-db2f2b71dd8d,NMAICulture_321,Mewuk (Miwok),,,Language Family info:  Penutian/Yok-Utian/Utian/Miwokan,North America - California - Central California - Mewuk (Miwok),North America,California,Central California,Mewuk (Miwok),,,
http://n2t.net/ark:/65665/sz8746dbdc7-8e9c-4480-b40e-159ea423ecbd,NMAICulture_364,Ohlone (Costanoan/Costano),,Costeño,Language Family info:  Penutian/Yok-Utian/Utian/Costanoan,North America - California - Central California - Ohlone (Costanoan/Costano),North America,California,Central California,Ohlone (Costanoan/Costano),,,
http://n2t.net/ark:/65665/sz84db9a079-2794-4aed-8c82-c0de5ce8d437,NMAICulture_1008,Hopland Band Pomo,,,Language Family info:  Hokan/Northern/Pomo,North America - California - Central California - Pomo - Central Pomo - Hopland Band Pomo,North America,California,Central California,Pomo,Central Pomo,Hopland Band Pomo,
http://n2t.net/ark:/65665/sz89f030c98-8227-481e-908e-f3cb714be5f7,NMAICulture_1126,"Pinoleville Band Of Pomo Indians (Ukiah, California)",,,Language Family info:  Hokan/Northern/Pomo,"North America - California - Central California - Pomo - Central Pomo - Pinoleville Band Of Pomo Indians (Ukiah, California)",North America,California,Central California,Pomo,Central Pomo,"Pinoleville Band Of Pomo Indians (Ukiah, California)",
http://n2t.net/ark:/65665/sz8f29a7004-1b17-4164-97b5-81c0c1947fbc,NMAICulture_1192,Yokayo Pomo,,Yokaia; Yokaya,Language Family info:  Hokan/Northern/Pomo,North America - California - Central California - Pomo - Central Pomo - Yokayo Pomo,North America,California,Central California,Pomo,Central Pomo,Yokayo Pomo,
http://n2t.net/ark:/65665/sz8bf7d728b-63d8-4ce9-aad4-28ccdaf8007d,NMAICulture_578,Central Pomo,,,Language Family info:  Hokan/Northern/Pomo,North America - California - Central California - Pomo - Central Pomo,North America,California,Central California,Pomo,Central Pomo,,
http://n2t.net/ark:/65665/sz8a4572410-d5f2-4e87-a74c-b064777da769,NMAICulture_970,Clear Lake Pomo,,Xa-Ben-Na-Po Band,Language Family info:  Hokan/Northern/Pomo,North America - California - Central California - Pomo - Eastern Pomo - Clear Lake Pomo,North America,California,Central California,Pomo,Eastern Pomo,Clear Lake Pomo,
http://n2t.net/ark:/65665/sz8d3161f10-e3c1-43ae-a0e5-cba970e8e9f4,NMAICulture_625,Eastern Pomo,,,,North America - California - Central California - Pomo - Eastern Pomo,North America,California,Central California,Pomo,Eastern Pomo,,
http://n2t.net/ark:/65665/sz8c2aaa517-12d8-411b-959e-aa5bf2d06971,NMAICulture_980,Dry Creek Pomo,,,Language Family info:  Hokan/Northern/Pomo,North America - California - Central California - Pomo - Southern Pomo - Dry Creek Pomo,North America,California,Central California,Pomo,Southern Pomo,Dry Creek Pomo,
http://n2t.net/ark:/65665/sz81f9b5e7a-2194-48b4-800c-9adfd253d3f8,NMAICulture_1043,Kashaya Pomo,,Kashia,Language Family info:  Hokan/Northern/Pomo,North America - California - Central California - Pomo - Southern Pomo - Kashaya Pomo,North America,California,Central California,Pomo,Southern Pomo,Kashaya Pomo,
http://n2t.net/ark:/65665/sz8fa601d07-0ffd-48d0-a151-bd7ea96783c2,NMAICulture_850,Southern Pomo,,,Language Family info:  Hokan/Northern/Pomo,North America - California - Central California - Pomo - Southern Pomo,North America,California,Central California,Pomo,Southern Pomo,,
http://n2t.net/ark:/65665/sz827bd583f-3ff4-4dc3-86de-af152f6249f2,NMAICulture_391,Pomo,,,Language Family info:  Hokan/Northern/Pomo,North America - California - Central California - Pomo,North America,California,Central California,Pomo,,,
http://n2t.net/ark:/65665/sz81b44fd40-c755-4ebf-88f2-841c4326292f,NMAICulture_464,Tübatulabal (Kern River),,Tubatulabal,Language Family info:  Uto-Aztecan/Northern Uto-Aztecan,North America - California - Central California - Tübatulabal (Kern River),North America,California,Central California,Tübatulabal (Kern River),,,
http://n2t.net/ark:/65665/sz869900374-2544-4724-808a-22658600e8a8,NMAICulture_490,Wappo,,,Language Family info:  Yukian,North America - California - Central California - Wappo,North America,California,Central California,Wappo,,,
http://n2t.net/ark:/65665/sz8ddcc15d8-2d30-414c-b3f6-ece7e828a278,NMAICulture_3431,Nomlaki,,Noamlakee ; Nomelaki ; Nomalaki,Language Family info:  Penutian/Wintuan,North America - California - Central California - Wintun - Nomlaki,North America,California,Central California,Wintun,Nomlaki,,
http://n2t.net/ark:/65665/sz8fd680453-1f50-4e2f-accc-a86d2dc027dd,NMAICulture_781,Patwin,"Patwin is closely related to other Wintun groups in Northern California, but is placed in Central California in terms of physical geography.  See Northern California for related communities.",,Language Family info:  Penutian/California Penutian,North America - California - Central California - Wintun - Patwin,North America,California,Central California,Wintun,Patwin,,
http://n2t.net/ark:/65665/sz8345304f7-1d71-4ba8-9bb9-eaaee29cee1b,NMAICulture_1111,Nomtipom Wintu,,Nomitipom,Language Family info:  Penutian/Wintuan,North America - California - Central California - Wintun - Wintu - Nomtipom Wintu,North America,California,Central California,Wintun,Wintu,Nomtipom Wintu,
http://n2t.net/ark:/65665/sz8af786292-2374-4184-b822-53f48d6be40e,NMAICulture_924,Wintu,,,Language Family info:  Penutian/Wintuan,North America - California - Central California - Wintun - Wintu,North America,California,Central California,Wintun,Wintu,,
http://n2t.net/ark:/65665/sz8d8796435-0732-49ab-b13b-63caf050041e,NMAICulture_500,Wintun,"Wintun includes Wintu, Nomlaki, Patwin and Southern Patwin tribes.",,Language Family info:  Penutian/Wintuan,North America - California - Central California - Wintun,North America,California,Central California,Wintun,,,
http://n2t.net/ark:/65665/sz84551bb2e-fc3a-4fa2-a2dd-15cbf0431916,NMAICulture_927,Yahi,,,Language Family info:  Hokan/Northern/Yana,North America - California - Central California - Yana - Yahi,North America,California,Central California,Yana,Yahi,,
http://n2t.net/ark:/65665/sz899e6f0fd-e080-471f-9c4c-ab6256c8e626,NMAICulture_510,Yana,,,Language Family info:  Hokan/Northern/Yana,North America - California - Central California - Yana,North America,California,Central California,Yana,,,
http://n2t.net/ark:/65665/sz81d2a5244-d7ce-4de8-88ab-568f10f8c553,NMAICulture_598,Chukchansi Yokuts,,,Language Family info:  Penutian/Yok-Utian/Yokuts,North America - California - Central California - Yokuts - Chukchansi Yokuts,North America,California,Central California,Yokuts,Chukchansi Yokuts,,
http://n2t.net/ark:/65665/sz8a94deb2d-c767-44aa-910d-b2d7a59a7ad7,NMAICulture_1154,Tachi Yokuts [Santa Rosa Rancheria],,,Language Family info:  Penutian/Yok-Utian/Yokuts,North America - California - Central California - Yokuts - Tachi Yokuts - Tachi Yokuts [Santa Rosa Rancheria],North America,California,Central California,Yokuts,Tachi Yokuts,Tachi Yokuts [Santa Rosa Rancheria],
http://n2t.net/ark:/65665/sz8976f63de-a450-4fe7-a964-594f7470db5f,NMAICulture_860,Tachi Yokuts,,,Language Family info:  Penutian/Yok-Utian/Yokuts,North America - California - Central California - Yokuts - Tachi Yokuts,North America,California,Central California,Yokuts,Tachi Yokuts,,
http://n2t.net/ark:/65665/sz80017e2f3-d4b4-496a-9db3-4374b206beac,NMAICulture_1156,Telamni Yokuts [Orosi],,,Language Family info:  Penutian/Yok-Utian/Yokuts,North America - California - Central California - Yokuts - Telamni Yokuts - Telamni Yokuts [Orosi],North America,California,Central California,Yokuts,Telamni Yokuts,Telamni Yokuts [Orosi],
http://n2t.net/ark:/65665/sz8cfae4559-118a-4eb7-be2f-a5c691b1d8fb,NMAICulture_876,Telamni Yokuts,,Telamne,Language Family info:  Penutian/Yok-Utian/Yokuts,North America - California - Central California - Yokuts - Telamni Yokuts,North America,California,Central California,Yokuts,Telamni Yokuts,,
http://n2t.net/ark:/65665/sz87d6bba5d-3066-4a5c-87c2-fe0923d812a7,NMAICulture_516,Yokuts,,Yokut ; Yokutah ; Youkut ; Tulare,Language Family info:  Penutian/Yok-Utian/Yokuts,North America - California - Central California - Yokuts,North America,California,Central California,Yokuts,,,
http://n2t.net/ark:/65665/sz84b782ab0-2aff-4213-8731-6956501f35fa,NMAICulture_519,Yuki,,,Language Family info:  Yukian,North America - California - Central California - Yuki,North America,California,Central California,Yuki,,,
http://n2t.net/ark:/65665/sz845303dbe-dff0-4ca0-9354-b3233ff2eaab,NMAICulture_45,Central California,,,,North America - California - Central California,North America,California,Central California,,,,
http://n2t.net/ark:/65665/sz86da2c078-9e60-48a3-90f1-3b47081eb0cd,NMAICulture_545,Astakiwi,,,Language Family info:  Hokan/Northern/Karok-Shasta/Shasta-Palaihnihan/Palaihnihan,North America - California - Northern California - Achomawi (Pit River) - Astakiwi,North America,California,Northern California,Achomawi (Pit River),Astakiwi,,
http://n2t.net/ark:/65665/sz84b34990d-1f13-4390-a176-055dfce5f421,NMAICulture_106,Achomawi (Pit River),,Achomawai ; Achumawi ; Pitt River,Language Family info:  Hokan/Northern/Karok-Shasta/Shasta-Palaihnihan/Palaihnihan,North America - California - Northern California - Achomawi (Pit River),North America,California,Northern California,Achomawi (Pit River),,,
http://n2t.net/ark:/65665/sz864e5296c-ca89-49f3-88b3-6af1205b0e40,NMAICulture_138,Atsugewi (Hat Creek),,,Language Family info:  Hokan/Northern/Karok-Shasta/Shasta-Palaihnihan/Palaihnihan,North America - California - Northern California - Atsugewi (Hat Creek),North America,California,Northern California,Atsugewi (Hat Creek),,,
http://n2t.net/ark:/65665/sz8074f7f59-ad9e-41d1-8ae3-14f0e3070ead,NMAICulture_1367,Chasta Costa [Confederated Tribes of Siletz],,Shastacosta,Language Family info:  Na-Dene/Nuclear Na-Dene/Athapaskan-Eyak/Athapaskan/Pacific Coast/Oregon/Tolowa-Galice,North America - California - Northern California - Chasta Costa (Chastacosta) - Chasta Costa [Confederated Tribes of Siletz],North America,California,Northern California,Chasta Costa (Chastacosta),Chasta Costa [Confederated Tribes of Siletz],,
http://n2t.net/ark:/65665/sz81586a0e2-cd87-40a3-bfee-7154aef71652,NMAICulture_165,Chasta Costa (Chastacosta),,Chastacosta ; Shastacosta,Language Family info:  Na-Dene/Nuclear Na-Dene/Athapaskan-Eyak/Athapaskan/Pacific Coast/Oregon/Tolowa-Galice,North America - California - Northern California - Chasta Costa (Chastacosta),North America,California,Northern California,Chasta Costa (Chastacosta),,,
http://n2t.net/ark:/65665/sz863801d98-e254-4ce1-8e3e-7436ebdb034f,NMAICulture_1371,Chetco [Confederated Tribes of Siletz],,,Language Family info:  Na-Dene/Nuclear Na-Dene/Athapaskan-Eyak/Athapaskan/Pacific Coast/Oregon/Tolowa-Galice,North America - California - Northern California - Chetco - Chetco [Confederated Tribes of Siletz],North America,California,Northern California,Chetco,Chetco [Confederated Tribes of Siletz],,
http://n2t.net/ark:/65665/sz8383f171d-1d57-46d5-9c5e-a1c8a3517483,NMAICulture_169,Chetco,,,Language Family info:  Na-Dene/Nuclear Na-Dene/Athapaskan-Eyak/Athapaskan/Pacific Coast/Oregon/Tolowa-Galice,North America - California - Northern California - Chetco,North America,California,Northern California,Chetco,,,
http://n2t.net/ark:/65665/sz8ff14e537-fc39-4513-9354-a158019f97f2,NMAICulture_174,Chimariko,,,Language Family info:  Hokan/Northern,North America - California - Northern California - Chimariko,North America,California,Northern California,Chimariko,,,
http://n2t.net/ark:/65665/sz88be169ce-246e-4791-8cf8-fc80f98b973f,NMAICulture_919,Whilkut (Redwood Indians),,,Language Family info:  Na-Dene/Nuclear Na-Dene/Athapaskan-Eyak/Athapaskan/Pacific Coast/California,North America - California - Northern California - Hupa - Whilkut (Redwood Indians),North America,California,Northern California,Hupa,Whilkut (Redwood Indians),,
http://n2t.net/ark:/65665/sz8463984f5-fe27-4ac9-a527-6cfed407ee36,NMAICulture_244,Hupa,,,Language Family info:  Na-Dene/Nuclear Na-Dene/Athapaskan-Eyak/Athapaskan/Pacific Coast/California,North America - California - Northern California - Hupa,North America,California,Northern California,Hupa,,,
http://n2t.net/ark:/65665/sz851fffd0a-9a4a-4f5c-9180-2913e29b768d,NMAICulture_274,Karuk (Karok),,Karak,Language Family info:  Hokan/Northern/Karok-Shasta,North America - California - Northern California - Karuk (Karok),North America,California,Northern California,Karuk (Karok),,,
http://n2t.net/ark:/65665/sz8ab5b31c0-1760-4bc8-a60b-898abbe62edd,NMAICulture_650,Hot Creek Band Modoc,,,Language Family info:  Penutian/Klamath-Modoc,North America - California - Northern California - Modoc - Hot Creek Band Modoc,North America,California,Northern California,Modoc,Hot Creek Band Modoc,,
http://n2t.net/ark:/65665/sz85e9a2843-98a7-4655-9f8c-7e3809c3fb3e,NMAICulture_1557,Modoc [Klamath Lake Reservation],,,Language Family info:  Penutian/Klamath-Modoc,North America - California - Northern California - Modoc - Modoc [Klamath Lake Reservation],North America,California,Northern California,Modoc,Modoc [Klamath Lake Reservation],,
http://n2t.net/ark:/65665/sz897a35938-07bb-4206-b697-77dc9dbf7df1,NMAICulture_766,Oklahoma Modoc,,,Language Family info:  Penutian/Klamath-Modoc,North America - California - Northern California - Modoc - Oklahoma Modoc,North America,California,Northern California,Modoc,Oklahoma Modoc,,
http://n2t.net/ark:/65665/sz8109920d6-c8b9-45cd-af94-b86c9f327870,NMAICulture_331,Modoc,,,Language Family info:  Penutian/Klamath-Modoc,North America - California - Northern California - Modoc,North America,California,Northern California,Modoc,,,
http://n2t.net/ark:/65665/sz86bd8ccd5-17d0-41c7-b010-3e46d0d163d0,NMAICulture_3434,Northern California: Early Period (archaeological culture),,,,North America - California - Northern California - Northern California: Early Period (archaeological culture),North America,California,Northern California,Northern California: Early Period (archaeological culture),,,
http://n2t.net/ark:/65665/sz82196e88a-2ce3-4335-8a8c-a09c9268682f,NMAICulture_3436,Northern California: Late Period (archaeological culture),,,,North America - California - Northern California - Northern California: Late Period (archaeological culture),North America,California,Northern California,Northern California: Late Period (archaeological culture),,,
http://n2t.net/ark:/65665/sz81571ffc7-fc10-4d5d-9798-ffaec8369154,NMAICulture_3435,Northern California: Middle Period (archaeological culture),,,,North America - California - Northern California - Northern California: Middle Period (archaeological culture),North America,California,Northern California,Northern California: Middle Period (archaeological culture),,,
http://n2t.net/ark:/65665/sz81f4b166a-5002-482c-a135-0aa2c42c5553,NMAICulture_770,Okwanuchu Shasta,,,Language Family info:  Hokan/Northern/Karok-Shasta,North America - California - Northern California - Shasta - Okwanuchu Shasta,North America,California,Northern California,Shasta,Okwanuchu Shasta,,
http://n2t.net/ark:/65665/sz896ab974f-4843-4c33-a23c-f2335ad430db,NMAICulture_425,Shasta,,,Language Family info:  Hokan/Northern/Karok-Shasta,North America - California - Northern California - Shasta,North America,California,Northern California,Shasta,,,
http://n2t.net/ark:/65665/sz85ce68e56-6795-491f-b0e4-a98553fdc5d6,NMAICulture_455,Tolowa,,Talawan,Language Family info:  Na-Dene/Nuclear Na-Dene/Athapaskan-Eyak/Athapaskan/Pacific Coast/Oregon/Tolowa-Galice,North America - California - Northern California - Tolowa,North America,California,Northern California,Tolowa,,,
